"","customerId","primaryAccountNumber","balance","Salary","firstName","lastName","middleName","alias","passport","fatherLastName","fatherFirstName","fatherMiddleName","spouseLastName","spouseFirstName","spouseMiddleName","dateOfBirth","marital_Status","addressLine1","addressLine2","addressCity","addressZipCode","addressState","addressCountry","primaryPhone","secondaryPhone","landLinePhone","primaryEmailId","secondaryEmailId","primaryOccupation","primaryOccupationEmployerName","primaryOccupationAddressLine1","primaryOccupationAddressLine2","primaryOccupationAddressCity","primaryOccupationAddressZipCode","primaryOccupationAddressState","primaryOccupationAddressCountry","primaryOccupationPrimaryPhone","primaryOccupationSecondaryPhone","debitCardNo","primaryBranchcode","accountType","kyc_cluster"
"370",370,15374,61017,244068,"Irene","Meyer","Amy","Meyer","822286566-8","Ortiz","Jose","Janet","","","","18-Apr-74","Unmarried","6 Mcbride Park","197 Annamark Parkway","Agraharam",532663,"Andhra Pradesh","USA",9089423600,9789865328,8832701482,"kmoralesa9@bing.com","kmoralesa9@qq.com","Private","amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis","5274 Old Shore Point","510 Northland Point","R S",395003,"Gujarat","India",9269779937,8717131385,9789481488,"USA-WY83113","Savings",3
"844",844,15739,59472,237888,"Carlos","Hanson","Linda","Hanson","530353321-2","Ellis","Julie","Todd","","","","18-Aug-06","Unmarried","662 David Crossing","54341 Miller Parkway","Agraharam",532663,"Andhra Pradesh","USA",9144333371,9511109838,8690200239,"blawsonnf@posterous.com","blawsonnf@kickstarter.com","Private","proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit","44823 Dixon Crossing","21 Bonner Street","Agraharam",532663,"Andhra Pradesh","India",9052444871,8518626742,8991001464,"USA-KS67212","Savings",3
"224",224,15848,46012,184048,"George","Reynolds","Fred","Reynolds","471365322-5","Wells","Cheryl","Anna","Ward","Chris","Christopher","05-Jan-88","Married","6444 2nd Point","72430 Lien Trail","Sadar Bazar",281002,"Uttar Pradesh","USA",8489371282,8613794343,8251263490,"cward67@ebay.com","cward67@wp.com","Private","non quam nec dui luctus rutrum nulla tellus in sagittis dui","2 Sommers Pass","8 Dexter Avenue","R S",395003,"Gujarat","India",9219116586,8413217280,8496740628,"USA-AZ85737","Current",3
"733",733,16031,45426,181704,"Justin","Jacobs","Sean","Jacobs","538761443-X","Stephens","Julia","Robin","Hawkins","Mark","Michael","23-Jan-05","Married","87 Grim Junction","024 Judy Circle","Agraharam",532663,"Andhra Pradesh","USA",9290941525,8541954141,8533860749,"mhawkinskc@cbslocal.com","mhawkinskc@bizjournals.com","Private","dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi","64 Shoshone Circle","026 Logan Parkway","R S",395003,"Gujarat","India",8402539739,8185494169,9532683195,"USA-GA30907","Savings",3
"25",25,16350,57327,229308,"Jessica","Mason","Gary","Mason","060419241-X","Anderson","Peter","Debra","","","","23-Apr-09","Unmarried","2653 Rutledge Park","28616 Ronald Regan Point","Agraharam",532663,"Andhra Pradesh","USA",9357789888,9262385958,9861894652,"ebowmano@altervista.org","ebowmano@myspace.com","Public","nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra","8783 Doe Crossing Plaza","471 Gateway Point","Sadar Bazar",281002,"Uttar Pradesh","India",8578427240,8473279389,9701976371,"USA-NC28743","Current",3
"754",754,16693,43238,172952,"Kathleen","Jenkins","Kenneth","Jenkins","725489197-3","Henderson","Rose","Randy","","","","07-Aug-78","Unmarried","21 Pearson Alley","44357 Mockingbird Plaza","Agraharam",532663,"Andhra Pradesh","USA",9378413024,8892988454,8417984727,"mwhitekx@ask.com","mwhitekx@independent.co.uk","Private","lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent","27 Carberry Circle","37207 Troy Point","R S",395003,"Gujarat","India",9118024450,8427979634,9568096833,"USA-AZ85381","Savings",3
"114",114,16845,44499,177996,"Theresa","Hernandez","Amy","Hernandez","950290066-9","Fuller","Jeffrey","Larry","","","","04-Mar-80","Divorced","28 Donald Hill","675 Bultman Drive","R S",395003,"Gujarat","USA",9338507589,9654773356,8992321879,"pgonzales35@army.mil","pgonzales35@mayoclinic.com","Public","morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in","1 Brentwood Way","207 Johnson Way","Agraharam",532663,"Andhra Pradesh","India",9216069957,9805216758,8253493052,"USA-WY83113","Savings",3
"32",32,16863,52191,208764,"Willie","Burton","Eugene","Burton","587129470-7","Shaw","Sandra","Eric","","","","04-Jan-85","Unmarried","97866 Amoth Lane","71 Village Center","Sadar Bazar",281002,"Uttar Pradesh","USA",8455424711,9010045611,9395925863,"emcdonaldv@google.ca","emcdonaldv@histats.com","Public","cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut","0518 Talisman Junction","49088 Donald Place","R S",395003,"Gujarat","India",8275374288,8614053217,9246099918,"USA-MN55330","Current",3
"538",538,17015,56323,225292,"Wayne","Williams","Justin","Williams","591687040-X","Campbell","Ann","Craig","","","","26-Apr-04","Unmarried","4332 Lakeland Parkway","006 Briar Crest Center","Sadar Bazar",281002,"Uttar Pradesh","USA",8905356582,9099619162,8768019879,"fbanksex@npr.org","fbanksex@skyrock.com","Private","mauris enim leo rhoncus sed vestibulum sit amet cursus id","5 Lakeland Crossing","0 Rockefeller Parkway","Sadar Bazar",281002,"Uttar Pradesh","India",8892824651,8502917419,8583790950,"USA-OH44136","Savings",3
"705",705,17019,43558,174232,"Theresa","Medina","Julie","Medina","672779237-2","Hughes","Anna","Lillian","Crawford","Tina","Wayne","11-Dec-70","Married","2 Monica Plaza","253 Del Mar Park","Sadar Bazar",281002,"Uttar Pradesh","USA",8456567862,8254104891,8204316772,"wcrawfordjk@independent.co.uk","wcrawfordjk@patch.com","Private","phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in","46 Almo Way","409 Oak Valley Hill","Agraharam",532663,"Andhra Pradesh","India",8452304296,9634760640,9105917594,"USA-FL34109","Savings",3
"835",835,17078,49805,199220,"Todd","Porter","Judith","Porter","528138968-8","Nichols","Maria","Linda","Cole","Debra","Daniel","08-Jun-77","Married","9926 Lunder Hill","19986 Schiller Place","Agraharam",532663,"Andhra Pradesh","USA",9579527083,8587498635,8870298455,"dcolen6@nymag.com","dcolen6@washingtonpost.com","Private","in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus","0562 Rockefeller Junction","19 Ridgeview Point","Sadar Bazar",281002,"Uttar Pradesh","India",8372844994,8904695593,9414955808,"USA-PA19526","Current",3
"61",61,17105,53338,213352,"Cheryl","Hansen","Roger","Hansen","690217503-9","Russell","Marie","Gerald","Miller","Evelyn","Donald","24-Sep-73","Married","445 Lakewood Gardens Place","00700 Northport Circle","R S",395003,"Gujarat","USA",9557135960,8860290903,9194443412,"dmiller1o@wordpress.com","dmiller1o@pagesperso-orange.fr","Public","lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo","4931 Bonner Drive","8925 Carberry Drive","Agraharam",532663,"Andhra Pradesh","India",8874183540,9368394035,8751442248,"USA-MO63901","Current",3
"522",522,17105,60480,241920,"Russell","Elliott","Lawrence","Elliott","456691870-X","Butler","Adam","Louis","","","","03-Mar-76","Unmarried","9 Briar Crest Hill","28 Sutherland Avenue","Sadar Bazar",281002,"Uttar Pradesh","USA",8993233636,9323524259,8103645390,"bgreeneh@nba.com","bgreeneh@auda.org.au","Private","vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue","39361 Anderson Plaza","0 Lunder Center","Sadar Bazar",281002,"Uttar Pradesh","India",8173038799,9803736937,8422428881,"USA-ND58444","Savings",3
"567",567,17573,49189,196756,"Frances","Lynch","Judith","Lynch","213815616-8","Warren","Andrea","Thomas","","","","08-Apr-03","Unmarried","28415 Welch Park","394 Swallow Avenue","Agraharam",532663,"Andhra Pradesh","USA",8738766142,9699728744,9554275783,"tgarciafq@imgur.com","tgarciafq@mac.com","Private","faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat","3091 Sherman Crossing","3 Charing Cross Center","Agraharam",532663,"Andhra Pradesh","India",8388728777,9235699924,8747478561,"USA-KS67212","Savings",3
"553",553,17611,52853,211412,"Bonnie","Russell","Jeremy","Russell","482019137-3","Gray","Dorothy","Christopher","Cook","Nicole","Kathleen","09-Dec-93","Married","7 Thackeray Junction","09 Green Ridge Way","Agraharam",532663,"Andhra Pradesh","USA",9265878138,9592059407,9071389632,"kcookfc@netlog.com","kcookfc@skyrock.com","Private","diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget","431 Northport Park","90 Roxbury Hill","R S",395003,"Gujarat","India",9393166890,8506445268,9048973618,"USA-CT6492","Current",3
"52",52,17891,44542,178168,"Thomas","Martinez","Deborah","Martinez","632178010-3","Ortiz","Frances","Earl","","","","21-Jun-71","Divorced","57446 Bluejay Parkway","34 Riverside Crossing","R S",395003,"Gujarat","USA",8733195854,9102069690,9187030718,"jperry1f@jugem.jp","jperry1f@ow.ly","Public","felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae","350 Boyd Point","291 Elka Park","R S",395003,"Gujarat","India",9293484395,9608999798,8230745316,"USA-ME4947","Current",3
"220",220,19134,58384,233536,"Carol","Gomez","Dorothy","Gomez","084176096-9","Fisher","Charles","Roger","","","","24-Apr-16","Unmarried","98962 Pearson Crossing","72866 Alpine Drive","Sadar Bazar",281002,"Uttar Pradesh","USA",9665204195,9548772135,9821313356,"cmurray63@printfriendly.com","cmurray63@arstechnica.com","Private","sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam","1 Tomscot Street","76553 Little Fleur Center","Sadar Bazar",281002,"Uttar Pradesh","India",9636564085,8263788709,9027210297,"USA-NV89014","Current",3
"971",971,21541,44138,176552,"Walter","Warren","Robert","Warren","244747997-2","Butler","Sandra","Amanda","","","","07-Jun-70","Divorced","0442 Corry Circle","0467 Rigney Circle","R S",395003,"Gujarat","USA",9410657817,8158121260,8420777890,"bfisherqy@jugem.jp","bfisherqy@omniture.com","Private","posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam","284 Crest Line Alley","214 Forest Avenue","Agraharam",532663,"Andhra Pradesh","India",8882597740,9755302647,8501816892,"USA-AZ86322","Savings",3
"500",500,21886,54909,219636,"Lori","Woods","Brenda","Woods","733408787-9","Garza","Justin","Jose","","","","09-Mar-94","Unmarried","40 Garrison Road","26726 Schiller Hill","R S",395003,"Gujarat","USA",9162413162,8977692521,9412021851,"ewestdv@sphinn.com","ewestdv@businessweek.com","Private","vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes","34584 Gateway Hill","8 Hoepker Hill","R S",395003,"Gujarat","India",8717424650,9519643776,8988775049,"USA-LA70301","Current",3
"726",726,22437,50335,201340,"Cheryl","Price","Eric","Price","757436841-4","Rose","Bobby","Lori","Garcia","David","Mary","06-Jan-81","Married","2 Talisman Lane","609 Troy Trail","R S",395003,"Gujarat","USA",8449723608,9861074735,9108436762,"mgarciak5@jiathis.com","mgarciak5@wired.com","Private","in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium","96822 Randy Trail","18727 Moulton Trail","Agraharam",532663,"Andhra Pradesh","India",9365566434,8227532954,9105529970,"USA-MS39466","Savings",3
"977",977,22532,44096,176384,"Benjamin","Martin","Kelly","Martin","570585972-4","Wells","Russell","Edward","","","","20-Sep-94","Unmarried","897 Memorial Hill","54503 Bobwhite Center","R S",395003,"Gujarat","USA",9106356832,8887718005,9226173668,"msmithr4@wix.com","msmithr4@google.com.br","Private","eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu","50 Hoard Avenue","7 Tennyson Park","Sadar Bazar",281002,"Uttar Pradesh","India",9771414375,9349457241,8827673350,"USA-MN55330","Current",3
"876",876,23116,48504,194016,"Gary","Cole","Justin","Cole","253234634-5","Edwards","Kimberly","Eugene","Anderson","Roy","Joe","07-Feb-11","Married","964 Sycamore Point","570 Mariners Cove Parkway","Sadar Bazar",281002,"Uttar Pradesh","USA",9078747630,9660064399,9331636682,"jandersonob@com.com","jandersonob@youku.com","Private","nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci","0 Dennis Trail","9 Pond Way","Sadar Bazar",281002,"Uttar Pradesh","India",8472122747,9650403002,8645947699,"USA-PA19526","Savings",3
"586",586,23145,50040,200160,"Daniel","Daniels","Thomas","Daniels","108625151-2","Hanson","Robin","Angela","Campbell","Bonnie","Robin","12-Jun-74","Married","1 Kennedy Crossing","6 Karstens Park","R S",395003,"Gujarat","USA",8168287868,8678931132,8250825049,"rcampbellg9@bravesites.com","rcampbellg9@tumblr.com","Private","tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum","2 Union Way","92819 Thierer Way","R S",395003,"Gujarat","India",8430514138,9800586833,9668738985,"USA-MO63901","Current",3
"215",215,23319,51751,207004,"Carolyn","Hamilton","Jonathan","Hamilton","985494333-X","Young","Robert","Ruby","Harrison","Craig","Clarence","02-Jul-94","Married","43088 Marquette Avenue","9 Laurel Center","Agraharam",532663,"Andhra Pradesh","USA",8914899746,8740672152,9855716682,"charrison5y@mysql.com","charrison5y@naver.com","Private","habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum","96 Sheridan Pass","3470 Melody Circle","Agraharam",532663,"Andhra Pradesh","India",8555606315,9177235772,9434786068,"USA-MS39466","Current",3
"397",397,23508,51351,205404,"Thomas","Hall","Roy","Hall","883609830-4","Garcia","Julia","Samuel","Fuller","Billy","Jacqueline","29-May-99","Married","03 Anderson Pass","14 David Court","Agraharam",532663,"Andhra Pradesh","USA",9025564617,8708270485,9664419187,"jfullerb0@illinois.edu","jfullerb0@google.pl","Private","duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend","3 Dexter Trail","82036 Stephen Place","Sadar Bazar",281002,"Uttar Pradesh","India",9131458851,8262049324,8137824877,"USA-ME4947","Savings",3
"757",757,23720,50938,203752,"Bruce","Dixon","Russell","Dixon","376944874-X","Scott","Jeremy","Carlos","","","","14-May-83","Divorced","38673 Loftsgordon Trail","42 Vernon Crossing","R S",395003,"Gujarat","USA",9409006249,8132082476,8800225718,"jbradleyl0@ebay.co.uk","jbradleyl0@timesonline.co.uk","Private","sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla","2 Straubel Terrace","9911 Comanche Road","Sadar Bazar",281002,"Uttar Pradesh","India",9191968056,9574368202,9467053968,"USA-GA30907","Current",3
